348,0,100,50,50,0,0,0
348,1,100,50,60,0,0,0
348,2,100,50,70,0,0,0
348,3,100,50,80,0,0,0
348,4,100,50,80,10,0,0
348,5,100,50,80,20,0,0
349,0,80,70,30,20,0,0
349,1,80,70,30,30,0,0
349,2,80,70,30,40,0,0
349,3,80,70,30,50,0,0
349,4,80,70,30,60,0,0
349,5,80,70,30,70,0,0
350,0,60,70,30,40,0,0
350,1,60,70,30,50,0,0
350,2,60,70,30,60,0,0
350,3,60,70,30,70,0,0
350,4,60,70,30,80,0,0
350,5,60,70,30,90,0,0
351,0,80,50,80,40,0,0
351,1,80,50,80,50,0,0
351,2,80,50,80,60,0,0
351,3,80,50,80,70,0,0
351,4,80,50,80,80,0,0
351,5,80,50,80,90,0,0
352,0,70,50,80,50,0,0
352,1,70,50,80,60,0,0
352,2,70,50,80,70,0,0
352,3,70,50,80,80,0,0
352,4,70,50,80,90,0,0
352,5,70,50,80,100,0,0
353,0,90,50,50,80,30,0
353,1,90,50,50,80,40,0
353,2,90,50,50,80,50,0
353,3,90,50,50,80,60,0
353,4,90,50,50,80,70,0
353,5,90,50,50,80,80,0
354,0,70,50,50,80,50,0
354,1,70,50,50,80,60,0
354,2,70,50,50,80,70,0
354,3,70,50,50,80,80,0
354,4,70,50,50,80,90,0
354,5,70,50,50,80,100,0
355,0,50,60,20,150,70,0
355,1,50,60,20,150,80,0
355,2,50,60,20,150,90,0
355,3,50,60,20,150,90,10
355,4,50,60,20,150,90,20
355,5,50,60,20,150,90,30
356,0,120,120,40,50,70,0
356,1,120,120,40,50,70,0
356,2,120,120,40,50,70,0
356,3,120,120,40,50,70,0
356,4,120,120,40,50,70,0
356,5,120,120,40,50,70,0
357,0,110,120,40,50,80,0
357,1,110,120,40,50,80,0
357,2,110,120,40,50,80,0
357,3,110,120,40,50,80,0
357,4,110,120,40,50,80,0
357,5,110,120,40,50,80,0
358,0,70,50,80,50,0,0
358,1,70,50,80,60,0,0
358,2,70,50,80,70,0,0
358,3,70,50,80,80,0,0
358,4,70,50,80,90,0,0
358,5,70,50,80,100,0,0
359,0,60,50,80,60,0,0
359,1,60,50,80,70,0,0
359,2,60,50,80,80,0,0
359,3,60,50,80,90,0,0
359,4,60,50,80,100,0,0
359,5,60,50,80,110,0,0
360,0,100,50,50,80,20,0
360,1,100,50,50,80,30,0
360,2,100,50,50,80,40,0
360,3,100,50,50,80,50,0
360,4,100,50,50,80,60,0
360,5,100,50,50,80,70,0
361,0,90,50,50,80,30,0
361,1,90,50,50,80,40,0
361,2,90,50,50,80,50,0
361,3,90,50,50,80,60,0
361,4,90,50,50,80,70,0
361,5,90,50,50,80,80,0
362,0,80,50,60,120,40,0
362,1,80,50,60,120,50,0
362,2,80,50,60,120,50,10
362,3,80,50,60,120,50,20
362,4,80,50,60,120,50,30
362,5,80,50,60,120,50,40
363,0,70,70,30,30,0,0
363,1,70,70,30,40,0,0
363,2,70,70,30,50,0,0
363,3,70,70,30,60,0,0
363,4,70,70,30,70,0,0
363,5,70,70,30,80,0,0
364,0,80,50,80,40,0,0
364,1,80,50,80,50,0,0
364,2,80,50,80,60,0,0
364,3,80,50,80,70,0,0
364,4,80,50,80,80,0,0
364,5,80,50,80,90,0,0
365,0,60,50,80,60,0,0
365,1,60,50,80,70,0,0
365,2,60,50,80,80,0,0
365,3,60,50,80,90,0,0
365,4,60,50,80,100,0,0
365,5,60,50,80,110,0,0
366,0,110,50,50,80,10,0
366,1,110,50,50,80,20,0
366,2,110,50,50,80,30,0
366,3,110,50,50,80,40,0
366,4,110,50,50,80,50,0
366,5,110,50,50,80,60,0
367,0,80,50,50,80,40,0
367,1,80,50,50,80,50,0
367,2,80,50,50,80,60,0
367,3,80,50,50,80,70,0
367,4,80,50,50,80,80,0
367,5,80,50,50,80,90,0
368,0,80,60,80,80,50,0
368,1,80,60,80,80,60,0
368,2,80,60,80,80,70,0
368,3,80,60,80,80,80,0
368,4,80,60,80,80,80,10
368,5,80,60,80,80,80,20
369,0,100,50,50,80,20,0
369,1,100,50,50,80,30,0
369,2,100,50,50,80,40,0
369,3,100,50,50,80,50,0
369,4,100,50,50,80,60,0
369,5,100,50,50,80,70,0
370,0,90,50,50,80,80,0
370,1,90,50,50,80,90,0
370,2,90,50,50,80,100,0
370,3,90,50,50,80,110,0
370,4,90,50,50,80,120,0
370,5,90,50,50,80,130,0
371,0,90,50,80,30,0,0
371,1,90,50,80,40,0,0
371,2,90,50,80,50,0,0
371,3,90,50,80,60,0,0
371,4,90,50,80,70,0,0
371,5,90,50,80,80,0,0
372,0,110,50,50,80,10,0
372,1,110,50,50,80,20,0
372,2,110,50,50,80,30,0
372,3,110,50,50,80,40,0
372,4,110,50,50,80,50,0
372,5,110,50,50,80,60,0
373,0,80,60,60,100,50,0
373,1,80,60,60,100,60,0
373,2,80,60,60,100,70,0
373,3,80,60,60,100,70,10
373,4,80,60,60,100,70,20
373,5,80,60,60,100,70,30
374,0,80,50,80,40,0,0
374,1,80,50,80,50,0,0
374,2,80,50,80,60,0,0
374,3,80,50,80,70,0,0
374,4,80,50,80,80,0,0
374,5,80,50,80,90,0,0
375,0,110,50,140,0,0,0
375,1,110,50,140,10,0,0
375,2,110,50,140,20,0,0
375,3,110,50,140,30,0,0
375,4,110,50,140,40,0,0
375,5,110,50,140,50,0,0
376,0,100,60,80,80,30,0
376,1,100,60,80,80,40,0
376,2,100,60,80,80,50,0
376,3,100,60,80,80,60,0
376,4,100,60,80,80,60,10
376,5,100,60,80,80,60,20
377,0,70,50,60,120,50,0
377,1,70,50,60,120,60,0
377,2,70,50,60,120,60,10
377,3,70,50,60,120,60,20
377,4,70,50,60,120,60,30
377,5,70,50,60,120,60,40
378,0,100,60,40,0,0,0
378,1,100,60,50,0,0,0
378,2,100,60,60,0,0,0
378,3,100,60,70,0,0,0
378,4,100,60,80,0,0,0
378,5,100,60,80,10,0,0
379,0,90,50,60,0,0,0
379,1,90,50,70,0,0,0
379,2,90,50,80,0,0,0
379,3,90,50,80,10,0,0
379,4,90,50,80,20,0,0
379,5,90,50,80,30,0,0
380,0,70,60,60,10,0,0
380,1,70,60,60,20,0,0
380,2,70,60,60,30,0,0
380,3,70,60,60,40,0,0
380,4,70,60,60,50,0,0
380,5,70,60,60,60,0,0
381,0,130,70,30,20,0,0
381,1,130,70,30,30,0,0
381,2,130,70,30,40,0,0
381,3,130,70,30,50,0,0
381,4,130,70,30,60,0,0
381,5,130,70,30,70,0,0
382,0,110,70,30,40,0,0
382,1,110,70,30,50,0,0
382,2,110,70,30,60,0,0
382,3,110,70,30,70,0,0
382,4,110,70,30,80,0,0
382,5,110,70,30,90,0,0
383,0,140,70,30,60,0,0
383,1,140,70,30,70,0,0
383,2,140,70,30,80,0,0
383,3,140,70,30,90,0,0
383,4,140,70,30,100,0,0
383,5,140,70,30,100,10,0
384,0,100,100,40,40,20,0
384,1,100,100,40,40,30,0
384,2,100,100,40,40,40,0
384,3,100,100,40,40,50,0
384,4,100,100,40,40,60,0
384,5,100,100,40,40,70,0
385,0,100,120,40,50,40,0
385,1,100,120,40,50,50,0
385,2,100,120,40,50,60,0
385,3,100,120,40,50,70,0
385,4,100,120,40,50,80,0
385,5,100,120,40,50,90,0
386,0,100,100,40,40,20,0
386,1,100,100,40,40,30,0
386,2,100,100,40,40,40,0
386,3,100,100,40,40,50,0
386,4,100,100,40,40,60,0
386,5,100,100,40,40,70,0
387,0,60,120,80,60,30,0
387,1,60,120,80,60,30,10
387,2,60,120,80,60,30,20
387,3,60,120,80,60,30,30
387,4,60,120,80,60,30,40
387,5,60,120,80,60,30,50
388,0,130,70,30,20,0,0
388,1,130,70,30,30,0,0
388,2,130,70,30,40,0,0
388,3,130,70,30,50,0,0
388,4,130,70,30,60,0,0
388,5,130,70,30,70,0,0
389,0,120,70,30,30,0,0
